Firman	U-PERSON
meyakini	O
ada	O
perbuatan	O
melawan	O
hukum	O
yang	O
dilakukan	O
KPU	U-ORGANIZATION
.	O

Dengan	O
gugatan	O
tersebut	O
,	O
terhitung	O
sudah	O
ada	O
tiga	O
institusi	O
yang	O
menjadi	O
tujuan	O
bagi	O
tim	O
Prabowo	B-PERSON
-	I-PERSON
Hatta	L-PERSON
untuk	O
melayangkan	O
tuntutan	O
mereka	O
.	O

Sebelumnya	O
,	O
Prabowo	B-PERSON
-	I-PERSON
Hatta	L-PERSON
menggugat	O
ke	O
Mahkamah	B-ORGANIZATION
Konstitusi	I-ORGANIZATION
dan	I-ORGANIZATION
Dewan	I-ORGANIZATION
Kehormatan	I-ORGANIZATION
Penyelenggara	I-ORGANIZATION
Pemilu	L-ORGANIZATION
.	O

"	O
Dasar	O
gugatan	O
yaitu	O
kerugian	O
materiil	O
dan	O
imateriil	O
yang	O
dialami	O
delapan	O
klien	O
kami	O
karena	O
KPU	U-ORGANIZATION
melakukan	O
pemilu	O
9	B-TIME
Juli	I-TIME
2014	L-TIME
,	O
"	O
kata	O
Firman	U-PERSON
saat	O
dihubungi	O
,	O
Sabtu	B-TIME
,	I-TIME
16	I-TIME
Agustus	I-TIME
2014	L-TIME
.	O

"	O
KPU	U-ORGANIZATION
digugat	O
karena	O
merupakan	O
konsekuensi	O
dari	O
institusi	O
.	O
"	O
Firman	U-PERSON
belum	O
menjelaskan	O
profil	O
kedelapan	O
orang	O
tersebut	O
.	O

"	O
Delapan	O
orang	O
itu	O
merasa	O
dirugikan	O
lantaran	O
pada	O
9	B-TIME
Juli	I-TIME
2014	L-TIME
kehilangan	O
pendapatan	O
karena	O
ada	O
penyelenggaraan	O
pemilu	O
presiden	O
,	O
"	O
ujar	O
Firman	U-PERSON
.	O

Dia	O
mengatakan	O
,	O
pada	O
hari-hari	O
biasa	O
,	O
delapan	O
orang	O
itu	O
mendapat	O
penghasilan	O
sekitar	O
Rp	B-QUANTITY
100	I-QUANTITY
ribu	L-QUANTITY
per	O
hari	O
.	O

"	O
Mereka	O
memberikan	O
kuasa	O
kepada	O
kami	O
atas	O
kerugian	O
yang	O
mereka	O
alami	O
.	O
"	O
Menurut	O
Firman	U-PERSON
,	O
gugatan	O
tim	O
hukum	O
Prabowo	B-PERSON
-	I-PERSON
Hatta	L-PERSON
ke	O
PN	B-ORGANIZATION
Jakarta	I-ORGANIZATION
Pusat	L-ORGANIZATION
berbeda	O
dengan	O
gugatan	O
ke	O
Mahkamah	B-ORGANIZATION
Konstitusi	L-ORGANIZATION
ataupun	O
ke	O
Dewan	B-ORGANIZATION
Kehormatan	I-ORGANIZATION
Penyelenggara	I-ORGANIZATION
Pemilu	L-ORGANIZATION
.	O

"	O
Gugatan	O
ke	O
PN	B-ORGANIZATION
Jakpus	L-ORGANIZATION
berada	O
pada	O
ranah	O
pidana	O
,	O
"	O
kata	O
Firman	U-PERSON
.	O

Firman	U-PERSON
berharap	O
temuan	O
dugaan	O
pelanggaran	O
hukum	O
yang	O
diklaimnya	O
bisa	O
dibuktikan	O
di	O
persidangan	O
PN	B-ORGANIZATION
Jakarta	I-ORGANIZATION
Pusat	L-ORGANIZATION
.	O

Dia	O
juga	O
meminta	O
Pengadilan	O
cepat	O
merespons	O
gugatan	O
tersebut	O
.	O

Hasil	O
persidangan	O
atas	O
gugatan	O
tersebut	O
,	O
menurut	O
Firman	U-PERSON
,	O
tak	O
bisa	O
menjadi	O
novum	O
untuk	O
menggugat	O
hasil	O
pemilihan	O
presiden	O
ke	O
Mahkamah	B-ORGANIZATION
Konstitusi	L-ORGANIZATION
.	O

"	O
Gugatan	O
itu	O
dilayangkan	O
semata-mata	O
untuk	O
membuktikan	O
adanya	O
perbuatan	O
melawan	O
hukum	O
yang	O
dilakukan	O
KPU	U-ORGANIZATION
,	O
"	O
kata	O
Firman	U-PERSON
.	O

Gugatan	O
ini	O
disampaikan	O
pada	O
14	B-TIME
Agustus	I-TIME
2014	L-TIME
.	O

Tim	O
hukum	O
Prabowo	O
-	O
Hatta	O
menuntut	O
KPU	U-ORGANIZATION
membayar	O
kerugian	O
materiil	O
Rp	B-QUANTITY
120	I-QUANTITY
juta	L-QUANTITY
kepada	O
delapan	O
klien	O
tersebut	O
.	O

Pasangan	O
Joko	B-PERSON
Widodo	I-PERSON
-	I-PERSON
Jusuf	I-PERSON
Kalla	L-PERSON
danKPU	O
DKI	I-ORGANIZATION
Jakarta	L-ORGANIZATION
dimasukkan	O
dalam	O
gugatan	O
sebagai	O
pihak	O
terkait	O
.	O

Politisi	O
Partai	B-ORGANIZATION
Demokrat	L-ORGANIZATION
Ruhut	B-PERSON
Sitompul	L-PERSON
mengaku	O
heran	O
masih	O
saja	O
banyak	O
lembaga	O
survei	O
yang	O
menempatkan	O
Joko	B-PERSON
Widodo	L-PERSON
alias	O
Jokowi	U-PERSON
sebagai	O
calon	O
presiden	O
potensial	O
periode	O
2014	B-TIME
-	I-TIME
2019	L-TIME
mendatang	O
.	O

Ruhut	O
melihat	O
justru	O
kinerja	O
Jokowi	U-PERSON
sebagai	O
Gubernur	O
DKI	O
Jakarta	O
masih	O
berantakan	O
.	O

Satu	O
tahun	O
masa	O
jabatan	O
,	O
persoalan	O
ibukota	O
seperti	O
kemacetan	O
,	O
banjir	O
dan	O
lain	O
sebagainya	O
tidak	O
ada	O
satu	O
pun	O
yang	O
dituntaskan	O
.	O

"	O
Masih	O
ada	O
yang	O
jagoin	O
?	O
hancur	O
begitu	O
.	O
Itu	O
.	O
survei	O
dulu	O
,	O
sekarang	O
lihat	O
jalan	O
makin	O
macet	O
,	O
banjir	O
dimana-mana	O
,	O
sudah	O
enggak	O
pantas	O
dia	O
jadi	O
Presiden	O
.	O
Gimana	O
jadi	O
Wali	O
Kota	O
Solo	O
saja	O
gagal	O
,	O
tukang	O
mebel	O
mau	O
jadi	O
capres	O
,	O
"	O
kata	O
Ruhut	U-PERSON
kepada	O
Tribunnews	U-ORGANIZATION
,	O
Minggu	B-TIME
(	I-TIME
19	I-TIME
/	I-TIME
5	I-TIME
/	I-TIME
2013	I-TIME
)	L-TIME
.	O

Publik	O
kata	O
Ruhut	U-PERSON
jangan	O
sampai	O
tertipu	O
oleh	O
upaya	O
pencitraan	O
yang	O
terus	O
dibangunnya	O
lewat	O
banyak	O
media	O
massa	O
demi	O
meraih	O
kursi	O
nomor	O
satu	O
di	O
Indonesia	U-LOCATION
.	O

"	O
Jangan	O
jadi	O
korban	O
pencitraan	O
,	O
aduh	O
,	O
masih	O
saja	O
jagokan	O
dia	O
,	O
"	O
kata	O
Ruhut	U-PERSON
.	O

Pengacara	O
senior	O
ini	O
juga	O
mengklaim	O
tidak	O
ada	O
satupun	O
partai	O
politik	O
yang	O
menjagokan	O
Jokowi	U-PERSON
menjadi	O
Presiden	O
tahun	O
2014	O
mendatang	O
,	O
bahkan	O
PDI	B-ORGANIZATION
Perjuangan	L-ORGANIZATION
sekalipun	O
.	O

Dengan	O
tidak	O
adanya	O
dukungan	O
tersebut	O
,	O
lanjut	O
Ruhut	U-PERSON
,	O
mustahil	O
Jokowi	U-PERSON
akan	O
maju	O
jadi	O
calon	O
presiden	O
tahun	B-TIME
2014	L-TIME
mendatang	O
,	O
karena	O
dalam	O
Undang-undang	O
tidak	O
diperbolehkan	O
kandidat	O
presiden	O
dari	O
kalangan	O
independen	O
mencalonkan	O
diri	O
.	O

"	O
PDIP	U-ORGANIZATION
saja	O
enggak	O
calonin	O
dia	O
,	O
siapa	O
yang	O
mau	O
dukung	O
,	O
mau	O
maju	O
jadi	O
calon	O
independen	O
?	O
ya	O
enggak	O
bisa	O
,	O
itu	O
ada	O
Undang-undang	O
,	O
ini	O
kan	O
negara	O
hukum	O
,	O
kalau	O
Gubernur	O
,	O
Wali	O
Kota	O
,	O
Bupati	O
bisa	O
,	O
"	O
katanya	O
.	O

KH	B-PERSON
Abdurrahman	I-PERSON
Wahid	I-PERSON
(	I-PERSON
Gus	I-PERSON
Dur	I-PERSON
)	L-PERSON
menyatakan	O
tidak	O
akan	O
menggunakan	O
hak	O
pilihnya	O
pada	O
Pemilu	O
Presiden	O
dan	O
Wakil	O
Presiden	O
(	O
Pilpres	O
)	O
2009	U-TIME
.	O

Alasannya	O
,	O
kata	O
Gus	B-PERSON
Dur	L-PERSON
di	O
Jakarta	U-LOCATION
,	O
Selasa	B-TIME
(	I-TIME
7	I-TIME
/	I-TIME
7	I-TIME
)	L-TIME
,	O
ia	O
menilai	O
masih	O
banyak	O
kecurangan	O
yang	O
dilakukan	O
Komisi	B-ORGANIZATION
Pemilihan	I-ORGANIZATION
Umum	I-ORGANIZATION
(	I-ORGANIZATION
KPU	I-ORGANIZATION
)	L-ORGANIZATION
.	O

Mantan	O
Presiden	O
itu	O
juga	O
menandaskan	O
tidak	O
akan	O
mendatangi	O
tempat	B-LOCATION
pemungutan	I-LOCATION
suara	I-LOCATION
(	I-LOCATION
TPS	I-LOCATION
)	L-LOCATION
.	O

Namun	O
,	O
di	O
sisi	O
lain	O
,	O
ia	O
mengatakan	O
kepada	O
warga	O
PKB	U-ORGANIZATION
seluruh	O
Indonesia	U-LOCATION
dipersilakan	O
menggunakan	O
hak	O
pilihnya	O
sesuai	O
keyakinan	O
masing-masing	O
.	O

"	O
Soal	O
pilpres	O
besok	O
,	O
saya	O
tidak	O
akan	O
datang	O
ke	O
TPS	U-LOCATION
untuk	O
menggunakan	O
hak	O
pilih	O
saya	O
karena	O
masih	O
banyak	O
kecurangan	O
yang	O
dilakukan	O
KPU	U-ORGANIZATION
terutama	O
masalah	O
daftar	O
pemilih	O
tetap	O
(	O
DPT	O
)	O
,	O
"	O
kata	O
Gus	B-PERSON
Dur	L-PERSON
yang	O
didepak	O
dari	O
PKB	U-ORGANIZATION
pimpinan	O
Muhaimin	B-PERSON
Iskandar	L-PERSON
setelah	O
kalah	O
tuntutan	O
di	O
pengadilan	U-LOCATION
.	O

Gus	B-PERSON
Dur	L-PERSON
mengatakan	O
,	O
dari	O
laporan	O
yang	O
ia	O
terima	O
,	O
masih	O
banyak	O
warga	O
bangsa	O
yang	O
tidak	O
dipanggil	O
untuk	O
ikut	O
pemilu	O
.	O

Menurut	O
dia	O
,	O
meskipun	O
Mahkamah	B-ORGANIZATION
Konstitusi	L-ORGANIZATION
telah	O
memutuskan	O
kartu	O
tanda	O
penduduk	O
(	O
KTP	O
)	O
atau	O
paspor	O
bisa	O
digunakan	O
sebagai	O
bukti	O
pemilih	O
,	O
hal	O
itu	O
tidak	O
akan	O
berpengaruh	O
besar	O
terhadap	O
kualitas	O
pilpres	O
kali	O
ini	O
.	O

"	O
Apalagi	O
waktu	O
sosialisasi	O
yang	O
mepet	O
dan	O
aturan	O
penggunaan	O
KTP	O
yang	O
juga	O
tidak	O
mudah	O
,	O
seperti	O
pemberlakuan	O
waktu	O
tertentu	O
yang	O
dibatasi	O
bagi	O
pemegang	O
KTP	O
,	O
"	O
katanya	O
.	O

Ketua	B-PERSON
Umum	I-PERSON
Partai	I-PERSON
Golkar	I-PERSON
Aburizal	I-PERSON
Bakrie	L-PERSON
terlihat	O
akrab	O
saat	O
berbuka	O
puasa	O
dengan	O
Ketua	B-PERSON
Umum	I-PERSON
Partai	I-PERSON
NasDem	I-PERSON
Surya	I-PERSON
Paloh	L-PERSON
.	O

Wasekjen	B-PERSON
Golkar	I-PERSON
Tantowi	I-PERSON
Yahya	L-PERSON
menilai	O
pertemuan	O
tersebut	O
hanya	O
untuk	O
bersilahturahmi	O
saja	O
.	O

"	O
Pertama	O
itu	O
,	O
tidak	O
mengindikasikan	O
apa-apa	O
,	O
kedua	O
tokoh	O
ini	O
memanfaatkan	O
bulan	O
suci	O
ramadan	O
sebagai	O
bulan	O
yag	O
tepat	O
untuk	O
menegakkan	O
silaturahmi	O
,	O
"	O
kata	O
Tantowi	U-PERSON
di	O
Gedung	B-LOCATION
DPR	I-LOCATION
,	I-LOCATION
Jakarta	L-LOCATION
,	O
Kamis	B-TIME
(	I-TIME
11	I-TIME
/	I-TIME
7	I-TIME
/	I-TIME
2013	I-TIME
)	L-TIME
.	O

Ia	O
mengatakan	O
pertemuan	O
kemarin	O
membantah	O
adanya	O
ketegangan	O
antara	O
Surya	B-PERSON
Paloh	L-PERSON
dan	O
Ical	U-PERSON
yang	O
selama	O
ini	O
berkembang	O
.	O

"	O
Antara	O
Surya	B-PERSON
Paloh	L-PERSON
dan	O
Aburizal	B-PERSON
Bakrie	L-PERSON
tetap	O
teman	O
baik	O
,	O
apalagi	O
dua-duanya	O
tokoh	O
Golkar	U-ORGANIZATION
.	O
Mereka	O
tetap	O
berteman	O
,	O
"	O
ujarnya	O
.	O

Tetapi	O
,	O
Tantowi	U-PERSON
mengatakan	O
tidak	O
ada	O
agenda	O
poltik	O
apapun	O
dalam	O
pertemuan	O
tersebut	O
.	O

Ia	O
mengungkapkan	O
bahwa	O
Aburizal	B-PERSON
Bakrie	L-PERSON
tidak	O
hanya	O
menjalin	O
silahturahmi	O
dengan	O
Suryo	B-PERSON
Palih	L-PERSON
tetap	O
juga	O
ke	O
tokoh-tokoh	O
lain	O
.	O

Anggota	B-PERSON
Komisi	I-PERSON
I	I-PERSON
DPR	L-PERSON
,	O
mengatakan	O
partai	O
berlambang	O
pohon	O
beringin	O
tersebut	O
membuka	O
koalisi	O
dengan	O
partai	O
manapun	O
.	O

Dengan	O
mengusung	O
Aburizal	B-PERSON
Bakrie	L-PERSON
sebagai	O
presiden	O
,	O
maka	O
Golkar	U-ORGANIZATION
akan	O
mengutamakan	O
koalisi	O
.	O

"	O
Bagi	O
kita	O
,	O
yang	O
pada	O
tataran	O
politiknya	O
,	O
apa	O
sistem	O
presidensial	O
,	O
koalisi	O
adalah	O
keniscayaan	O
,	O
"	O
tuturnya	O
.	O

Partai	B-ORGANIZATION
Golongan	I-ORGANIZATION
Karya	L-ORGANIZATION
hanya	O
diangap	O
berpura-pura	O
menolak	O
kenaikan	O
harga	O
bahan	O
bakar	O
minyak	O
(	O
BBM	O
)	O
dalam	O
rangkaian	O
pembahasan	O
usulan	O
kenaikan	O
bahan	O
bakar	O
minyak	O
di	O
Dewan	B-ORGANIZATION
Perwakilan	I-ORGANIZATION
Rakyat	L-ORGANIZATION
,	O
pekan	O
lalu	O
.	O

Menurut	O
anggota	O
Dewan	B-ORGANIZATION
Pembina	I-ORGANIZATION
Partai	I-ORGANIZATION
Demokrat	L-ORGANIZATION
,	O
Ahmad	B-PERSON
Mubarok	L-PERSON
,	O
pihaknya	O
sudah	O
mengetahui	O
permainan	O
Partai	B-ORGANIZATION
Beringin	L-ORGANIZATION
itu	O
.	O

"	O
Manuver	O
Golkar	U-ORGANIZATION
kami	O
sudah	O
tahu	O
,	O
itu	O
bagian	O
dari	O
permainan	O
politik	O
.	O
Golkar	U-ORGANIZATION
itu	O
kan	O
pemain	O
politik	O
yang	O
sudah	O
matang	O
,	O
"	O
ujarnya	O
kepada	O
Tempo	U-ORGANIZATION
,	O
Senin	B-TIME
2	I-TIME
April	I-TIME
2012	L-TIME
.	O

Dalam	O
rapat	O
paripurna	O
lalu	O
Golkar	U-ORGANIZATION
sendiri	O
tetap	O
menyatakan	O
menolak	O
kenaikan	O
harga	O
BBM	O
.	O
Namun	O
sikap	O
Golkar	U-ORGANIZATION
tampak	O
melunak	O
dengan	O
menyatakan	O
menyerahkan	O
kebijakan	O
kenaikan	O
harga	O
BBM	O
kepada	O
pemerintah	O
.	O

Golkar	U-ORGANIZATION
juga	O
mengajukan	O
syarat	O
harga	O
rata-rata	O
minyak	O
dunia	O
harus	O
naik	O
sebesar	O
15	B-QUANTITY
persen	L-QUANTITY
dalam	O
enam	O
bulan	O
terakhir	O
.	O

Opsi	O
Golkar	U-ORGANIZATION
ini	O
bertentangan	O
dengan	O
sikap	O
Fraksi	B-ORGANIZATION
Partai	I-ORGANIZATION
Demokrat	L-ORGANIZATION
dan	O
partai	O
koalisi	O
lainnya	O
selain	O
PKS	U-ORGANIZATION
.	O

Mereka	O
mengusulkan	O
syarat	O
kenaikan	O
10	B-QUANTITY
persen	L-QUANTITY
dalam	O
tiga	O
bulan	O
terakhir	O
.	O

Menurut	O
Mubarok	U-PERSON
,	O
dengan	O
manuver	O
-	O
manuver	O
Golkar	U-ORGANIZATION
itu	O
Partai	B-ORGANIZATION
Demokrat	L-ORGANIZATION
tak	O
bereaksi	O
karena	O
sudah	O
tahu	O
tujuan	O
sebenarnya	O
.	O

Partai	B-ORGANIZATION
Demokrat	L-ORGANIZATION
sendiri	O
,	O
kata	O
dia	O
,	O
yakin	O
Golkar	U-ORGANIZATION
akan	O
bersama	O
dengan	O
Demokrat	U-ORGANIZATION
.	O

Tidak	O
seperti	O
PKS	U-ORGANIZATION
yang	O
menyatakan	O
tegas	O
menolak	O
kenaikan	O
BBM	O
.	O

"	O
Kami	O
yakin	O
sejak	O
awal	O
Golkar	U-ORGANIZATION
tidak	O
akan	O
meninggalkan	O
Demokrat	U-ORGANIZATION
,	O
"	O
ujarnya	O
.	O

Keyakinan	O
ini	O
,	O
menurut	O
Mubarok	U-PERSON
,	O
karena	O
Ketua	B-PERSON
Umum	I-PERSON
Partai	I-PERSON
Golkar	I-PERSON
Aburizal	I-PERSON
Bakrie	L-PERSON
dan	O
Presiden	B-PERSON
SBY	L-PERSON
terus	O
berkomunikasi	O
.	O

"	O
Arahan	O
Ical	U-PERSON
ke	O
anak	O
buahnya	O
kami	O
sudah	O
tahu	O
,	O
ujungnya	O
kami	O
sudah	O
tahu	O
.	O
Itu	O
nggak	O
masalah	O
.	O
Nggak	O
seriusan	O
,	O
"	O
ujarnya	O
.	O

Pengamat	O
politik	O
dari	O
Universitas	B-ORGANIZATION
Negeri	I-ORGANIZATION
Jakarta	I-ORGANIZATION
(	I-ORGANIZATION
UNJ	I-ORGANIZATION
)	L-ORGANIZATION
Ubedillah	B-PERSON
Badrun	L-PERSON
menilai	O
,	O
Menteri	O
Hukum	O
dan	O
HAM	O
keliru	O
dan	O
ikut	O
campur	O
terlalu	O
jauh	O
dalam	O
konflik	O
PPP	U-ORGANIZATION
.	O

"	O
Jadi	O
Mahkamah	O
Partai	O
belum	O
selesai	O
menyelesaikan	O
tugasnya	O
,	O
Menkum	O
dan	O
HAM	O
mendahului	O
.	O
Ini	O
faktor	O
penyebab	O
konflik	O
PPP	U-ORGANIZATION
makin	O
meruncing	O
,	O
"	O
kata	O
Ubedillah	U-PERSON
kepada	O
wartawan	O
,	O
Rabu	B-TIME
(	I-TIME
29	I-TIME
/	I-TIME
10	I-TIME
/	I-TIME
2014	I-TIME
)	L-TIME
.	O

Menurutnya	O
,	O
konflik	O
ini	O
merupakan	O
design	O
atau	O
bagian	O
kerja	O
dari	O
kutub	O
politik	O
KIH	O
.	O

"	O
Wajar	O
saja	O
jika	O
beberapa	O
anggota	O
DPR	O
melakukan	O
Hak	O
Interpelasi	O
akibat	O
kecerobohan	O
Menkum	O
dan	O
HAM	O
,	O
"	O
ungkapnya	O
.	O

Seperti	O
diketahui	O
,	O
Menteri	O
Hukum	O
dan	O
HAM	O
Yasonna	B-PERSON
H	I-PERSON
Laoly	L-PERSON
mengaku	O
telah	O
telah	O
menyelesaikan	O
kisruh	O
PPP	U-ORGANIZATION
menurut	O
ketentuan	O
yang	O
berlaku	O
.	O

"	O
Saya	O
tidak	O
mau	O
menimbulkan	O
banyak	O
masalah	O
.	O
Kita	O
selesaikan	O
sepanjang	O
sudah	O
ketentuannya	O
begitu	O
,	O
"	O
kata	O
Yasonna	U-PERSON
usai	O
menghadiri	O
perayaan	O
HUT	O
50	O
Golkar	U-ORGANIZATION
di	O
Kemayoran	B-LOCATION
Jakarta	I-LOCATION
Pusat	L-LOCATION
,	O
Selasa	B-TIME
(	I-TIME
28	I-TIME
/	I-TIME
10	I-TIME
)	I-TIME
malam	L-TIME
.	O

Politisi	O
PDIP	U-ORGANIZATION
ini	O
mengatakan	O
langkahnya	O
mengesahkan	O
kepengurusan	O
PPP	U-ORGANIZATION
kubu	O
Romahurmuziy	U-PERSON
sebagai	O
upaya	O
menjalankan	O
amanat	O
Presiden	O
Jokowi	U-PERSON
yang	O
memintanya	O
segera	O
menyelesaikan	O
masalah	O
kepengurusan	O
PPP	U-ORGANIZATION
agar	O
tidak	O
memperkeruh	O
keadaan	O
.	O

Sementara	O
itu	O
,	O
Sekretaris	O
Fraksi	O
Partai	O
Demokrat	O
,	O
Didik	B-PERSON
Mukriyanto	L-PERSON
menyatakan	O
,	O
sangat	O
wajar	O
kalau	O
DPR	B-ORGANIZATION
RI	L-ORGANIZATION
mengajukan	O
hak	O
interpelasi	O
(	O
bertanya	O
)	O
kepada	O
Menteri	O
Hukum	O
dan	O
HAM	O
.	O

"	O
Kita	O
punya	O
hak	O
untuk	O
bertanya	O
kepada	O
Menteri	O
Hukum	O
dan	O
HAM	O
terkait	O
surat	O
keputusannya	O
tentang	O
pengesahan	O
hasil	O
Muktamar	O
PPP	U-ORGANIZATION
ke	O
VIII	O
Surabaya	O
.	O
Apa	O
yang	O
melatarbelakangi	O
keluarnya	O
SK	O
tersebut	O
.	O
Apa	O
urgensinya	O
,	O
"	O
kata	O
Didik	U-PERSON
di	O
Gedung	B-LOCATION
DPR	I-LOCATION
RI	I-LOCATION
,	I-LOCATION
Jakarta	L-LOCATION
,	O
Rabu	B-TIME
(	I-TIME
29	I-TIME
/	I-TIME
11	I-TIME
)	L-TIME
.	O

Didik	U-PERSON
menyebutkan	O
,	O
keluarnya	O
SK	O
tersebut	O
merupakan	O
kewenangan	O
Menkumham	O
.	O

"	O
Tapi	O
dari	O
kacamata	O
politik	O
,	O
ada	O
ketidaklaziman	O
,	O
padahal	O
baru	O
dilantik	O
,	O
belum	O
ada	O
konsolidasi	O
internal	O
di	O
Kemenkumham	O
,	O
tiba-tiba	O
keluarkan	O
SK	O
.	O
Dari	O
sisi	O
politik	O
,	O
ada	O
keputusan	O
politik	O
luar	O
biasa	O
dampaknya	O
,	O
"	O
kata	O
Didik	U-PERSON
.	O

Partai	B-ORGANIZATION
Demokrasi	I-ORGANIZATION
Indonesia	I-ORGANIZATION
Perjuangan	I-ORGANIZATION
(	I-ORGANIZATION
PDIP	I-ORGANIZATION
)	L-ORGANIZATION
mengapresiasi	O
prakarsa	O
Presiden	O
Joko	B-PERSON
Widodo	L-PERSON
bertemu	O
Ketua	B-PERSON
Umum	I-PERSON
Gerindra	I-PERSON
Prabowo	I-PERSON
Subianto	L-PERSON
di	O
Istana	B-LOCATION
Bogor	L-LOCATION
.	O

Demikian	O
dikatakan	O
Wakil	B-PERSON
Sekretaris	I-PERSON
Jenderal	I-PERSON
PDIP	I-PERSON
Ahmad	I-PERSON
Basarah	L-PERSON
melalui	O
pesan	O
singkat	O
,	O
Kamis	B-TIME
(	I-TIME
29	I-TIME
/	I-TIME
1	I-TIME
/	I-TIME
2015	I-TIME
)	L-TIME
.	O

Menurut	O
Basarah	U-PERSON
,	O
pertemuan	O
dua	O
tokoh	O
bangsa	O
itu	O
akan	O
mencairkan	O
suasana	O
dan	O
ketegangan	O
politik	O
antara	O
pemerintah	O
dan	O
parlemen	O
.	O

Terutama	O
terkait	O
dengan	O
dukungan	O
Fraksi	O
Gerindra	U-ORGANIZATION
di	O
parlemen	O
terhadap	O
pencalonan	O
Budi	B-PERSON
Gunawan	L-PERSON
sebagai	O
Calon	O
Kapolri	O
.	O

Diketahui	O
,	O
kata	O
Basarah	U-PERSON
,	O
melalui	O
anggotanya	O
di	O
Komisi	B-ORGANIZATION
III	I-ORGANIZATION
DPR	I-ORGANIZATION
RI	L-ORGANIZATION
,	O
Gerindra	U-ORGANIZATION
mendukung	O
penuh	O
pencalonan	O
Budi	B-PERSON
Gunawan	L-PERSON
,	O
bahkan	O
selalu	O
mendesak	O
agar	O
Jokowi	U-PERSON
segera	O
melantik	O
Budi	B-PERSON
Gunawan	L-PERSON
sebagai	O
Kapolri	O
.	O

Bahkan	O
sebelumnya	O
,	O
Gerindra	U-ORGANIZATION
dan	O
KMP	U-ORGANIZATION
sudah	O
menyiapkan	O
sejumlah	O
hak	O
interpelasi	O
dan	O
hak	O
angket	O
kepada	O
pemerintahan	O
Jokowi	U-PERSON
.	O

"	O
Mudah-mudahan	O
dengan	O
pertemuan	O
tersebut	O
,	O
apalagi	O
dengan	O
pernyataan	O
Prabowo	U-PERSON
akan	O
mendukung	O
pemerintahan	O
Jokowi	U-PERSON
akan	O
semakin	O
mencairkan	O
hubungan	O
antara	O
pemerintah	O
dan	O
parlemen	O
,	O
juga	O
antara	O
fraksi-fraksi	O
KIH	O
dengan	O
KMP	O
,	O
"	O
kata	O
Basarah	U-PERSON
.	O

Basarah	U-PERSON
menyadari	O
bahwa	O
dalam	O
dunia	O
politik	O
tidak	O
ada	O
yang	O
pasti	O
kecuali	O
ketidakpastian	O
itu	O
sendiri	O
.	O

"	O
Namun	O
pertemuan	O
Presiden	O
Jokowi	U-PERSON
dan	O
Ketua	O
Umum	O
Gerindra	O
akan	O
mencairkan	O
suasana	O
politik	O
yang	O
kurang	O
kondusif	O
sebagai	O
akibat	O
dampak	O
pilpres	O
2014	O
yang	O
lalu	O
,	O
"	O
tuturnya	O
.	O

Dewan	B-ORGANIZATION
Pimpinan	I-ORGANIZATION
Daerah	I-ORGANIZATION
Partai	I-ORGANIZATION
Demokrat	L-ORGANIZATION
Bali	O
menyatakan	O
kesiapannya	O
menyelenggarakan	O
Kongres	O
Luar	O
Biasa	O
(	O
KLB	O
)	O
yang	O
rencananya	O
akan	O
dilakukan	O
pada	O
akhir	O
bulan	O
Maret	U-TIME
ini	O
.	O

DPD	B-ORGANIZATION
Partai	I-ORGANIZATION
Demokrat	I-ORGANIZATION
Bali	L-ORGANIZATION
pun	O
sudah	O
menggodok	O
sejumlah	O
nama	O
yang	O
akan	O
diusulkan	O
dalam	O
forum	O
KLB	O
.	O

"	O
Kemarin	O
kami	O
sudah	O
godok	O
.	O
Ada	O
beberapa	O
nama	O
seperti	O
Jero	B-PERSON
Wacik	L-PERSON
,	O
Marzuki	B-PERSON
Alie	L-PERSON
,	O
Toto	B-PERSON
Riyanto	L-PERSON
,	O
Syarief	B-PERSON
Hasan	L-PERSON
,	O
dan	O
Hadi	B-PERSON
Utomo	L-PERSON
.	O
Belum	O
mengerucut	O
lagi	O
.	O
Nanti	O
kami	O
akan	O
adakan	O
rapat	O
lagi	O
,	O
"	O
ujar	O
Ketua	O
DPD	O
Partai	O
Demokrat	O
Bali	O
I	B-PERSON
Made	I-PERSON
Mudharta	L-PERSON
saat	O
dihubungi	O
,	O
Senin	O
(	O
11	O
/	O
3	O
/	O
2013	O
)	O
.	O

Made	U-PERSON
menjelaskan	O
,	O
terkait	O
kriteria	O
calon	O
ketua	O
umum	O
(	O
ketum	O
)	O
Partai	B-ORGANIZATION
Demokrat	L-ORGANIZATION
dalam	O
KLB	O
nantinya	O
,	O
DPD	U-ORGANIZATION
Bali	O
juga	O
sudah	O
menyepakati	O
sejumlah	O
kriteria	O
.	O

"	O
Kami	O
inginkan	O
calon	O
yang	O
berintegritas	O
,	O
punya	O
rekam	O
jejak	O
yang	O
baik	O
,	O
kader	O
asli	O
Demokrat	U-ORGANIZATION
,	O
dan	O
tidak	O
berambisi	O
menjadi	O
capres	O
atau	O
cawapres	O
karena	O
waktunya	O
tinggal	O
1	O
tahun	O
lagi	O
.	O
Dia	O
harus	O
fokus	O
membenahi	O
partai	O
saja	O
,	O
"	O
ucap	O
Made	U-PERSON
.	O

Made	U-PERSON
pun	O
berharap	O
